ra,dec,id,name,mag,bv
107.557083,-4.237222,2701, 20    Mon,4.92,1.03
107.212917,-39.655833,2702,HR2702,4.83,-0.18
107.96625,-0.492778,2714, 22Del Mon,4.15,-0.01
108.342917,16.158889,2717, 51    Gem,5.0,1.66
107.187083,-70.498889,2736,   Gam2Vol,3.78,1.04
108.14,-46.759444,2740,HR2740,4.49,0.32
112.768333,82.411389,2742,HR2742,4.96,1.66
108.563333,-26.3525,2745, 27    CMa,4.66,-0.19
108.305833,-45.183056,2746,HR2746,4.89,-0.02
108.702917,-26.772778,2749, 28Ome CMa,3.85,-0.17
108.659167,-48.271667,2762,HR2762,4.76,-0.1
109.523333,16.540278,2763, 54Lam Gem,3.58,0.11
109.153333,-23.315556,2764,HR2764,4.79,1.71
109.145833,-27.881111,2766,HR2766,4.64,1.6
109.285833,-37.0975,2773,   Pi  Pup,2.7,1.62
110.030833,21.982222,2777, 55Del Gem,3.53,0.34
109.667917,-24.558889,2781, 29    CMa,4.98,-0.15
109.676667,-24.954167,2782, 30Tau CMa,4.4,-0.15
109.576667,-36.734167,2787,HR2787,4.66,-0.1
109.2075,-67.957222,2803,   Del Vol,3.98,0.79
110.55625,-19.016667,2812,HR2812,4.96,-0.04
111.678333,49.211389,2818, 21    Lyn,4.64,-0.02
111.431667,27.798056,2821, 60Iot Gem,3.79,1.03
111.02375,-29.303056,2827, 31Eta CMa,2.45,-0.08
111.412083,9.276111,2828,  2Eps CMi,4.99,1.01
111.7875,8.289444,2845,  3Bet CMi,2.9,-0.09
112.277917,31.784444,2852, 62Rho Gem,4.18,0.32
112.040833,8.925556,2854,  4Gam CMi,4.32,1.43
112.449167,12.006667,2864,  6    CMi,4.54,1.28
112.464167,-23.024444,2874,HR2874,4.85,0.23
112.3075,-43.301389,2878,   Sig Pup,3.25,1.51
112.677083,-30.962222,2881,HR2881,4.65,0.93
113.65,31.888611,2890, 66Alp Gem,2.88,0.04
113.65,31.888333,2891, 66Alp Gem,1.98,0.03
113.449583,-14.523889,2902,HR2902,4.97,1.41
113.980417,26.895833,2905, 69Ups Gem,4.06,1.54
113.513333,-22.296111,2906,HR2906,4.45,0.51
113.845,-28.369444,2922,HR2922,4.64,-0.11
114.79125,34.584167,2930, 71Omi Gem,4.9,0.4
113.915417,-52.533889,2934,HR2934,4.94,1.4
114.342083,-34.968611,2937,HR2937,4.53,-0.09
114.825417,5.225,2943, 10Alp CMi,0.38,0.42
114.575,-25.364722,2944,HR2944,4.7,-0.11
115.751667,58.710278,2946, 24    Lyn,4.99,0.08
114.705417,-26.801667,2948,HR2948,4.5,-0.17
114.7075,-26.803611,2949,HR2949,4.62,
115.096667,-15.263611,2959,HR2959,4.94,1.56
114.864167,-38.308333,2961,HR2961,4.84,-0.19
115.311667,-9.551111,2970, 26Alp Mon,3.93,1.02
115.827917,28.883611,2973, 75Sig Gem,4.28,1.12
116.111667,24.398056,2985, 77Kap Gem,3.57,0.93
116.32875,28.026111,2990, 78Bet Gem,1.14,1.0
115.885,-28.411111,2993,  1    Pup,4.59,1.63
115.952083,-28.954722,2996,  3    Pup,3.96,0.18
116.530833,18.51,3003, 81    Gem,4.88,1.45
116.31375,-37.968611,3017,HR3017,3.61,1.73
115.455,-72.606111,3024,   Zet Vol,3.95,1.04
117.021667,-25.937222,3034,   Omi Pup,4.5,-0.05
117.32375,-24.859722,3045,  7Xi  Pup,3.34,1.24
117.084583,-47.077778,3046,HR3046,4.71,1.06
117.309583,-46.373333,3055,HR3055,4.11,-0.18
118.374167,26.765833,3067, 83Phi Gem,4.97,0.09
118.054167,-40.575833,3080,HR3080,3.73,1.04
118.16125,-38.863056,3084,HR3084,4.49,-0.19
118.265417,-49.613056,3089,HR3089,4.63,-0.23
118.325833,-48.103056,3090,HR3090,4.24,-0.14
119.214583,-22.88,3102, 11    Pup,4.2,0.72
119.417083,-30.334722,3113,HR3113,4.79,0.15
119.194583,-52.982222,3117,   Chi Car,3.47,-0.18
119.93375,-3.679722,3122, 27    Mon,4.93,1.21
119.56,-49.245,3129,HR3129,4.41,-0.17
119.966667,-18.399167,3131,HR3131,4.61,0.08
120.305417,-1.3925,3141, 28    Mon,4.68,1.49
120.56625,2.334444,3145,HR3145,4.39,1.25
120.879583,27.794167,3149,   Chi Gem,4.94,1.12
120.083333,-63.5675,3159,HR3159,4.82,-0.17
120.89625,-40.003333,3165,   Zet Pup,2.25,-0.26
122.114167,51.506667,3173, 27    Lyn,4.84,0.05
121.885833,-24.304167,3185, 15Rho Pup,2.81,0.43
122.148333,-2.983889,3188, 29Zet Mon,4.34,0.97
122.256667,-19.245,3192, 16    Pup,4.4,-0.15
122.372083,-47.345833,3206,   Gam1Vel,4.27,-0.23
122.383333,-47.336667,3207,   Gam2Vel,1.78,-0.22
122.817917,-12.926944,3211, 19    Pup,4.72,0.95
122.252917,-61.3025,3220,HR3220,4.76,0.43
121.9825,-68.617222,3223,   Eps Vol,4.35,-0.11
122.839583,-39.618611,3225,HR3225,4.45,1.62
122.857917,-42.987222,3226,HR3226,4.75,0.18
123.333333,-15.788333,3229, 20    Pup,4.99,1.07
123.373333,-35.899722,3237,HR3237,4.78,-0.11
123.512083,-40.348056,3243,HR3243,4.44,1.17
124.12875,9.185556,3249, 17Bet Cnc,3.52,1.48
124.63875,-36.659444,3270,HR3270,4.45,0.22
125.70875,43.188056,3275, 31    Lyn,4.25,1.55
125.345833,-33.054444,3282,HR3282,4.83,1.45
125.631667,-48.490278,3294,HR3294,4.82,-0.15
125.628333,-59.509722,3307,   Eps Car,1.86,1.28
126.415,-3.906389,3314,HR3314,3.9,-0.02
124.631667,-76.919722,3318,   Alp Cha,4.07,0.39
127.56625,60.718056,3323,  1Omi UMa,3.36,0.84
125.160417,-77.484444,3340,   The Cha,4.35,1.16
126.434167,-66.136944,3347,   Bet Vol,3.77,1.13
127.365,-44.725,3359,HR3359,4.99,-0.16
130.053333,64.327778,3403,  4Pi 2UMa,4.6,1.17
129.414167,5.703611,3410,  4Del Hya,4.16,0.0
128.831667,-58.009167,3414,HR3414,4.86,1.0
129.689167,3.341389,3418,  5Sig Hya,4.44,1.21
129.41125,-42.989167,3426,HR3426,4.14,0.11
130.00625,-12.475278,3431,  6    Hya,4.98,1.42
129.927083,-29.561111,3433,   Zet Pyx,4.89,0.9
130.025833,-35.308333,3438,   Bet Pyx,3.97,0.94
130.430417,-15.943333,3441,  9    Hya,4.88,1.06
130.156667,-46.648889,3445,HR3445,3.84,0.71
130.073333,-52.921944,3447,HR3447,3.62,-0.18
130.82125,21.468611,3449, 43Gam Cnc,4.66,0.02
130.304583,-47.316944,3452,HR3452,4.77,0.12
130.80625,3.398611,3454,  7Eta Hya,4.3,-0.2
130.154167,-59.761111,3457,HR3457,4.33,-0.11
130.918333,-7.233611,3459,HR3459,4.62,0.84
131.17125,18.154167,3461, 47Del Cnc,3.94,1.08
130.60625,-53.113889,3467,HR3467,4.86,-0.17
130.897917,-33.186389,3468,   Alp Pyx,3.68,-0.18
131.674167,28.76,3475, 48Iot Cnc,4.02,1.01
131.1,-42.649167,3477,HR3477,4.07,0.87
131.694167,6.418889,3482, 11Eps Hya,3.38,0.68
131.59375,-13.547778,3484, 12    Hya,4.32,0.9
131.175833,-54.708333,3485,   Del Vel,1.96,0.04
131.507083,-46.041667,3487,HR3487,3.91,0.0
132.108333,5.837778,3492, 13Rho Hya,4.36,-0.04
131.677083,-56.769722,3498,HR3498,4.49,-0.17
132.632917,-27.71,3518,   Gam Pyx,4.01,1.27
132.44875,-45.308056,3520,HR3520,4.93,0.05
133.848333,5.945556,3547, 16Zet Hya,3.11,1.0
133.88125,-27.681944,3556,   Del Pyx,4.89,0.11
134.801667,48.041667,3569,  9Iot UMa,3.14,0.19
133.761667,-60.644722,3571,HR3571,3.84,-0.1
134.621667,11.857778,3572, 65Alp Cnc,4.25,0.14
134.080833,-52.723611,3574,HR3574,4.69,-0.12
135.63625,67.629722,3576,  8Rho UMa,4.76,1.53
135.16,41.782778,3579,HR3579,3.97,0.44
134.243333,-59.229444,3582,HR3582,4.92,-0.19
135.0225,-41.253889,3591,HR3591,4.45,0.65
135.90625,47.156667,3594, 12Kap UMa,3.6,0.0
136.6325,38.452222,3612,HR3612,4.56,1.04
136.493333,5.092222,3613, 18Ome Hya,4.97,1.22
136.03875,-47.097778,3614,HR3614,3.75,1.2
135.611667,-66.396111,3615,   Alp Vol,4.0,0.14
137.596667,67.134722,3616, 13Sig2UMa,4.8,0.49
137.217917,51.604722,3619, 15    UMa,4.48,0.27
137.729583,63.513611,3624, 14Tau UMa,4.67,0.35
137.012083,-25.858333,3628,   Kap Pyx,4.58,1.59
136.999167,-43.4325,3634,   Lam Vel,2.21,1.66
136.409583,-70.538889,3642,HR3642,4.71,-0.15
136.286667,-72.602778,3643,HR3643,4.48,0.61
137.768333,-44.868056,3654,HR3654,5.0,0.23
137.741667,-58.966944,3659,HR3659,3.44,-0.19
139.047083,54.021944,3662, 18    UMa,4.83,0.19
137.819167,-62.317222,3663,HR3663,3.97,-0.18
138.59125,2.314167,3665, 22The Hya,3.88,-0.06
138.902917,-38.57,3682,HR3682,4.94,1.11
138.937917,-37.413333,3684,HR3684,4.62,0.45
138.3,-69.717222,3685,   Bet Car,1.68,0.0
139.71125,36.8025,3690, 38    Lyn,3.82,0.06
139.050833,-57.541389,3696,HR3696,4.34,1.63
139.2725,-59.275278,3699,   Iot Car,2.25,0.18
140.26375,34.3925,3705, 40Alp Lyn,3.13,1.55
139.943333,-11.975,3706, 26    Hya,4.79,0.93
140.120833,-9.555833,3709, 27    Hya,4.8,0.93
140.373333,-25.965556,3718,   The Pyx,4.72,1.63
140.236667,-62.404722,3728,HR3728,4.81,0.94
141.16375,26.182222,3731,  1Kap Leo,4.46,1.23
140.80125,-28.833889,3733,   Lam Pyx,4.69,0.92
140.528333,-55.010833,3734,   Kap Vel,2.5,-0.18
141.896667,-8.658611,3748, 30Alp Hya,1.98,1.44
141.826667,-22.343889,3749,HR3749,4.69,1.14
144.271667,81.326389,3751,HR3751,4.29,1.48
142.882083,63.061944,3757, 23    UMa,3.67,0.33
142.287083,-2.768889,3759, 31Tau1Hya,4.6,0.46
142.31125,-35.951389,3765,   Eps Ant,4.51,1.44
143.620417,69.830278,3771, 24    UMa,4.56,0.77
142.93,22.968056,3773,  4Lam Leo,4.31,1.54
143.214167,51.677222,3775, 25The UMa,3.17,0.46
142.98625,11.299722,3782,  5Xi  Leo,4.97,1.05
142.675,-40.466667,3786,   Psi Vel,3.6,0.36
142.995417,-1.185,3787, 32Tau2Hya,4.57,0.1
143.70625,52.051389,3799, 26    UMa,4.5,0.01
143.555833,36.3975,3800, 10    LMi,4.55,0.92
142.805417,-57.034444,3803,HR3803,3.13,1.55
143.765833,39.621389,3809,HR3809,4.81,0.99
143.61125,-59.229444,3825,HR3825,4.08,0.01
144.302917,6.835833,3827, 10    Leo,5.0,1.05
144.61375,4.649167,3834,HR3834,4.68,1.32
144.206667,-49.355278,3836,HR3836,4.35,0.17
144.964167,-1.142778,3845, 35Iot Hya,3.91,1.32
145.2875,9.892222,3852, 14Omi Leo,3.52,0.49
144.8375,-61.328056,3856,HR3856,4.52,-0.07
145.320833,-23.591667,3858,HR3858,4.77,-0.12
145.56,-23.915556,3862,HR3862,4.94,0.53
146.050417,-27.769444,3871,   The Ant,4.79,0.51
146.462917,23.774167,3873, 17Eps Leo,2.98,0.8
146.311667,-62.507778,3884,HR3884,3.69,1.22
147.7475,59.038611,3888, 29Ups UMa,3.8,0.29
146.775417,-65.071944,3890,   Ups Car,3.01,0.28
148.026667,54.064444,3894, 30Phi UMa,4.59,0.03
147.869583,-14.846667,3903, 39Ups1Hya,4.12,0.92
148.190833,26.006944,3905, 24Mu  Leo,3.88,1.22
147.92,-46.547778,3912,HR3912,4.58,1.2
148.55125,-25.9325,3919,HR3919,4.88,1.23
148.7175,-19.009444,3923,HR3923,4.94,1.57
149.215833,-54.567778,3940,   Phi Vel,3.54,-0.08
150.053333,8.044167,3950, 29Pi  Leo,4.7,1.6
151.28125,-13.064722,3970, 40Ups2Hya,4.6,-0.09
151.8575,35.244722,3974, 21    LMi,4.48,0.18
151.833333,16.762778,3975, 30Eta Leo,3.52,-0.03
151.97625,9.9975,3980, 31    Leo,4.37,1.45
151.984583,-0.371667,3981, 15Alp Sex,4.49,-0.04
152.092917,11.967222,3982, 32Alp Leo,1.35,-0.11
152.234583,-51.811111,3990,HR3990,4.86,-0.12
152.647083,-12.354167,3994, 41Lam Hya,3.61,1.01
153.684167,-42.121944,4023,HR4023,3.85,0.05
154.1725,23.417222,4031, 36Zet Leo,3.44,0.31
154.274167,42.914444,4033, 33Lam UMa,3.45,0.03
153.434167,-70.038056,4037,   Ome Car,3.32,-0.08
154.270833,-61.332222,4050,HR4050,3.4,1.54
154.93375,19.470833,4054, 40    Leo,4.79,0.45
154.992917,19.841667,4057, 41Gam1Leo,2.61,1.15
154.994167,19.840556,4058, 41Gam2Leo,3.8,
154.903333,-55.029444,4063,HR4063,4.57,1.62
155.582083,41.499444,4069, 34Mu  UMa,3.05,1.59
156.032917,65.566389,4072,HR4072,4.97,-0.06
155.228333,-56.043056,4074,HR4074,4.5,-0.12
155.581667,-41.65,4080,HR4080,4.83,1.12
155.742083,-66.901667,4089,HR4089,4.99,-0.13
156.47875,33.796111,4090, 30    LMi,4.74,0.25
156.5225,-16.836389,4094, 42Mu  Hya,3.81,1.48
156.970833,36.707222,4100, 31Bet LMi,4.21,0.9
156.09875,-74.031667,4102,HR4102,4.0,0.35
156.787917,-31.067778,4104,   Alp Ant,4.25,1.45
156.851667,-57.638889,4110,HR4110,4.66,0.51
157.656667,55.980556,4112, 36    UMa,4.84,0.52
156.969583,-58.739444,4114,HR4114,3.82,0.31
158.772917,75.713056,4126,HR4126,4.84,0.96
158.307917,40.425556,4132,HR4132,4.75,0.23
158.202917,9.306667,4133, 47Rho Leo,3.85,-0.14
157.840833,-53.715556,4134,HR4134,4.89,0.5
157.58375,-71.993056,4138,HR4138,4.74,0.04
158.005833,-61.685278,4140,HR4140,3.32,-0.09
157.758333,-73.221667,4142,HR4142,4.93,1.68
158.897083,-57.557778,4159,HR4159,4.45,1.62
159.307083,-27.4125,4162,HR4162,4.89,1.62
159.388333,-13.384444,4163,HR4163,4.82,2.68
159.68,31.976111,4166, 37    LMi,4.71,0.81
159.325417,-48.225833,4167,HR4167,3.84,0.3
159.645833,-16.876667,4171,   Phi3Hya,4.91,0.92
158.867083,-78.607778,4174,   Gam Cha,4.11,1.58
159.687917,-59.183056,4177,HR4177,4.66,1.48
159.826667,-55.603333,4180,HR4180,4.28,1.04
160.767083,69.076111,4181,HR4181,5.0,1.38
160.558333,-64.466389,4196,HR4196,4.82,-0.14
160.739167,-64.394444,4199,   The Car,2.76,-0.22
160.88375,-60.566667,4200,HR4200,4.57,1.71
161.02875,-63.961111,4205,HR4205,4.82,-0.13
161.6925,-49.42,4216,   Mu  Vel,2.69,0.9
161.713333,-64.383333,4222,HR4222,4.85,-0.15
162.40625,-16.193611,4232,   Nu  Hya,3.11,1.25
161.445,-80.540278,4234,   Del2Cha,4.45,-0.19
163.327917,34.215,4247, 46    LMi,3.83,1.04
163.494583,43.19,4248, 45Ome UMa,4.71,-0.05
163.373333,-58.853333,4257,HR4257,3.78,0.95
163.903333,24.749722,4259, 54    Leo,4.5,0.01
164.179583,-37.137778,4273,   Iot Ant,4.6,1.03
164.94375,-18.298889,4287,  7Alp Crt,4.08,1.09
165.14,3.6175,4291, 58    Leo,4.84,1.16
165.03875,-42.225833,4293,HR4293,4.39,0.11
165.186667,6.101389,4294, 59    Leo,4.99,0.16
165.460417,56.3825,4295, 48Bet UMa,2.37,-0.02
165.457083,-2.484722,4299, 61    Leo,4.74,1.62
165.5825,20.179722,4300, 60    Leo,4.42,0.05
165.932083,61.750833,4301, 50Alp UMa,1.79,1.07
166.254167,7.336111,4310, 63Chi Leo,4.63,0.33
166.332917,-27.293611,4314,   Chi1Hya,4.94,0.36
166.635,-62.424167,4325,HR4325,4.61,1.03
167.415833,44.498611,4335, 52Psi UMa,3.01,1.14
167.1475,-58.975,4337,HR4337,3.91,1.23
167.914583,-22.825833,4343, 11Bet Crt,4.48,0.03
168.15,-60.3175,4352,HR4352,4.6,0.55
168.527083,20.523611,4357, 68Del Leo,2.56,0.12
168.56,15.429444,4359, 70The Leo,3.34,-0.01
168.800833,23.095556,4362, 72    Leo,4.63,1.66
169.165417,-3.651667,4368, 74Phi Leo,4.47,0.21
169.545417,31.529167,4374, 53Xi  UMa,4.87,
169.545833,31.529167,4375, 53Xi  UMa,4.41,0.59
169.619583,33.094167,4377, 54Nu  UMa,3.48,1.4
169.782917,38.185556,4380, 55    UMa,4.78,0.12
169.835417,-14.778611,4382, 12Del Crt,3.56,1.12
170.284167,6.029444,4386, 77Sig Leo,4.05,-0.06
170.251667,-54.491111,4390,   Pi  Cen,3.89,-0.15
170.706667,43.482778,4392, 56    UMa,4.99,0.99
170.802917,-36.164722,4396,HR4396,5.0,1.46
170.98125,10.529167,4399, 78Iot Leo,3.94,0.41
171.1525,-10.859444,4402, 14Eps Crt,4.83,1.56
171.220417,-17.683889,4405, 15Gam Crt,4.08,0.21
171.984167,2.856111,4418, 84Tau Leo,4.95,1.0
172.57875,-3.003611,4432, 87    Leo,4.77,1.54
172.850833,69.331111,4434,  1Lam Dra,3.84,1.62
173.250417,-31.857778,4450,   Xi  Hya,3.54,0.94
173.690417,-54.264167,4460,HR4460,4.62,-0.08
173.945,-63.019722,4467,   Lam Cen,3.13,-0.04
174.170417,-9.802222,4468, 21The Crt,4.7,-0.08
174.237083,-0.823889,4471, 91Ups Leo,4.3,1.0
175.053333,-34.744722,4494,   Omi Hya,4.7,-0.07
175.223333,-62.09,4499,HR4499,4.94,1.15
176.190833,-18.350833,4514, 27Zet Crt,4.73,0.97
176.32125,8.258333,4515,  2Xi  Vir,4.85,0.18
176.465,6.529444,4517,  3Nu  Vir,4.03,1.51
176.5125,47.779444,4518, 63Chi UMa,3.71,1.18
176.401667,-66.728611,4520,   Lam Mus,3.64,0.16
176.628333,-61.178333,4522,HR4522,4.11,0.9
176.629583,-40.500556,4523,HR4523,4.91,0.66
176.99625,20.218889,4527, 93    Leo,4.53,0.55
177.059583,-66.814722,4530,   Mu  Mus,4.72,1.54
177.265,14.571944,4534, 94Bet Leo,2.14,0.09
177.42125,-63.788333,4537,HR4537,4.32,-0.15
177.485833,-70.225833,4538,HR4538,4.97,1.4
177.67375,1.764722,4540,  5Bet Vir,3.61,0.55
177.78625,-45.173611,4546,HR4546,4.46,1.3
177.963333,-65.206111,4549,HR4549,4.9,-0.11
178.2275,-33.908056,4552,   Bet Hya,4.28,-0.1
178.4575,53.694722,4554, 64Gam UMa,2.44,0.0
179.905417,-78.221944,4583,   Eps Cha,4.91,-0.06
180.218333,6.614167,4589,  8Pi  Vir,4.66,0.13
180.75625,-63.312778,4599,   The1Cru,4.33,0.27
181.08,-63.165556,4603,   The2Cru,4.72,-0.08
181.302083,8.733056,4608,  9Omi Vir,4.12,0.98
181.720417,-64.613611,4616,   Eta Cru,4.15,0.34
182.021667,-50.661389,4618,HR4618,4.47,-0.15
182.089583,-50.7225,4621,   Del Cen,2.6,-0.12
182.103333,-24.728889,4623,  1Alp Crv,4.02,0.32
182.53125,-22.619722,4630,  2Eps Crv,3.0,1.33
182.912917,-52.368611,4638,   Rho Cen,3.96,-0.15
183.78625,-58.748889,4656,   Del Cru,2.8,-0.23
183.856667,57.0325,4660, 69Del UMa,3.31,0.08
183.951667,-17.541944,4662,  4Gam Crv,2.59,-0.11
184.085417,23.945278,4667,  7    Com,4.95,0.97
184.125417,33.061389,4668,HR4668,5.0,1.14
184.392083,-67.960833,4671,   Eps Mus,4.11,1.58
184.58625,-79.312222,4674,   Bet Cha,4.26,-0.12
184.60875,-64.003056,4679,   Zet Cru,4.04,-0.17
184.74875,-55.143056,4682,HR4682,5.0,1.59
184.976667,-0.666944,4689, 15Eta Vir,3.89,0.02
185.0875,3.3125,4695, 16    Vir,4.96,1.16
185.179167,17.792778,4697, 11    Com,4.74,1.01
185.34,-60.401111,4700,   Eps Cru,3.59,1.42
185.62625,25.846111,4707, 12    Com,4.81,0.49
186.00625,51.562222,4716,  5    CVn,4.8,0.87
186.62875,-63.1225,4729,HR4729,4.86,-0.12
186.649583,-63.099167,4730,   Alp1Cru,1.33,-0.24
186.652083,-63.099444,4731,   Alp2Cru,1.73,-0.26
186.631667,-51.450833,4732,HR4732,4.82,-0.14
186.600417,27.268333,4733, 14    Com,4.95,0.27
186.734583,28.268333,4737, 15Gam Com,4.36,1.13
186.747083,26.825556,4738, 16    Com,5.0,0.08
187.01,-50.230556,4743,   Sig Cen,3.91,-0.19
187.46625,-16.515556,4757,  7Del Crv,2.95,-0.05
187.79125,-57.113333,4763,   Gam Cru,1.63,1.59
187.527917,69.201111,4765,  4    Dra,4.95,1.62
188.116667,-72.133056,4773,   Gam Mus,3.87,-0.15
188.0175,-16.196111,4775,  8Eta Crv,4.31,0.38
188.435417,41.3575,4785,  8Bet CVn,4.26,0.59
188.596667,-23.396667,4786,  9Bet Crv,2.65,0.89
188.370833,69.788333,4787,  5Kap Dra,3.87,-0.13
188.712917,22.629167,4789, 23    Com,4.81,0.0
188.683333,70.021944,4795,  6    Dra,4.94,1.31
189.295833,-69.135556,4798,   Alp Mus,2.69,-0.2
189.425833,-48.541111,4802,   Tau Cen,3.86,0.05
189.811667,-7.995556,4813, 26Chi Vir,4.66,1.23
189.96875,-39.9875,4817,HR4817,4.64,-0.08
190.379167,-48.959722,4819,   Gam Cen,2.17,-0.01
190.485833,-59.685833,4823,HR4823,4.93,-0.04
190.415,-1.449444,4825, 29Gam Vir,3.65,0.36
190.415,-1.449444,4826, 29Gam Vir,3.68,
190.47125,10.235556,4828, 30Rho Vir,4.88,0.09
190.6475,-48.813056,4831,HR4831,4.66,1.09
191.407917,-60.981111,4842,   Iot Cru,4.69,1.05
191.570417,-68.108056,4844,   Bet Mus,3.05,-0.18
191.2825,45.440278,4846,HR4846,4.99,2.54
191.594583,-56.488889,4848,HR4848,4.65,-0.16
191.93,-59.688611,4853,   Bet Cru,1.25,-0.23
192.671667,-33.999444,4874,HR4874,4.91,-0.04
192.924583,27.540556,4883, 31    Com,4.94,0.67
193.27875,-48.943333,4888,HR4888,4.33,1.37
193.359167,-40.178889,4889,HR4889,4.27,0.21
193.324167,21.245,4894, 35    Com,4.9,0.9
193.663333,-59.146667,4897,   Lam Cru,4.62,-0.15
193.648333,-57.177778,4898,   Mu 1Cru,4.03,-0.17
193.588333,-9.538889,4902, 40Psi Vir,4.79,1.6
193.507083,55.959722,4905, 77Eps UMa,1.77,-0.02
193.900833,3.3975,4910, 43Del Vir,3.38,1.58
194.007083,38.318333,4915, 12Alp2CVn,2.9,-0.12
194.730833,17.409444,4920, 36    Com,4.78,1.56
195.5675,-71.548889,4923,   Del Mus,3.62,1.18
195.06875,30.785,4924, 37    Com,4.9,1.17
195.1825,56.366389,4931, 78    UMa,4.93,0.36
195.544167,10.959167,4932, 47Eps Vir,2.83,0.94
195.888333,-49.527222,4933,   Xi 1Cen,4.85,0.02
196.569583,-48.463611,4940,HR4940,4.71,-0.14
196.7275,-49.906111,4942,   Xi 2Cen,4.27,-0.19
196.794583,27.624722,4954, 41    Com,4.8,1.48
197.26375,-23.118056,4958, 45Psi Hya,4.95,1.05
197.4875,-5.538889,4963, 51The Vir,4.38,-0.01
198.0725,-59.920833,4975,HR4975,4.6,-0.08
198.013333,-37.803056,4979,HR4979,4.85,0.7
197.968333,27.878056,4983, 43Bet Com,4.26,0.57
198.561667,-59.103333,4989,HR4989,4.92,0.48
198.812083,-67.894444,4993,   Eta Mus,4.8,-0.08
198.429167,40.152778,4997,HR4997,4.92,1.06
199.304167,-66.783611,5002,HR5002,4.87,1.5
199.40125,5.469722,5015, 60Sig Vir,4.8,1.67
199.385417,40.5725,5017, 20    CVn,4.73,0.3
199.60125,-18.311389,5019, 61    Vir,4.74,0.71
199.730417,-23.171667,5020, 46Gam Hya,3.0,0.92
200.149167,-36.712222,5028,   Iot Cen,2.75,0.04
200.657917,-60.988333,5035,HR5035,4.53,-0.13
201.002083,-64.535833,5041,HR5041,4.53,0.85
200.98125,54.925278,5054, 79Zet UMa,2.27,0.02
200.985,54.921667,5055, 79Zet UMa,3.95,0.13
201.298333,-11.161389,5056, 67Alp Vir,0.98,-0.23
201.30625,54.988056,5062, 80    UMa,4.01,0.16
201.863333,-15.973611,5068, 69    Vir,4.76,1.09
202.1075,13.778889,5072, 70    Vir,4.98,0.71
202.428333,-23.281389,5080,HR5080,4.97,1.6
202.76125,-39.4075,5089,HR5089,3.88,1.17
202.99125,-6.255833,5095, 74    Vir,4.69,1.62
203.532917,3.658889,5105, 78    Vir,4.94,0.03
203.673333,-0.595833,5107, 79Zet Vir,3.37,0.11
203.699167,37.1825,5110,HR5110,4.98,0.4
203.61375,49.016111,5112, 24    CVn,4.7,0.12
204.365,36.295,5127, 25    CVn,4.82,0.23
204.971667,-53.466389,5132,   Eps Cen,2.3,-0.22
205.184583,54.681667,5154, 83    UMa,4.66,1.64
206.421667,-33.043889,5168,  1    Cen,4.23,0.38
206.66375,-51.432778,5172,HR5172,4.65,0.96
206.815417,17.456667,5185,  4Tau Boo,4.5,0.48
207.37625,-41.687778,5190,   Nu  Cen,3.41,-0.22
206.885,49.313333,5191, 85Eta UMa,1.86,-0.19
207.36125,-34.450833,5192,  2    Cen,4.19,1.5
207.404167,-42.473889,5193,   Mu  Cen,3.04,-0.17
207.467917,-18.134167,5196, 89    Vir,4.97,1.06
207.369167,15.797778,5200,  5Ups Boo,4.07,1.52
207.428333,21.264167,5201,  6    Boo,4.91,1.43
207.956667,-32.994444,5210,  3    Cen,4.56,-0.13
207.947917,34.444167,5219,HR5219,4.74,1.66
208.302083,-31.927778,5221,  4    Cen,4.73,-0.14
207.857917,64.723333,5226, 10    Dra,4.65,1.58
208.885,-47.288333,5231,   Zet Cen,2.55,-0.22
208.67125,18.397778,5235,  8Eta Boo,2.68,0.58
209.412083,-63.686667,5241,HR5241,4.71,1.11
209.567917,-42.100833,5248,   Phi Cen,3.83,-0.21
209.67,-44.803611,5249,   Ups1Cen,3.87,-0.2
210.430833,-45.603611,5260,   Ups2Cen,4.34,0.6
210.411667,1.544444,5264, 93Tau Vir,4.26,0.1
210.955833,-60.373056,5267,   Bet Cen,0.61,-0.23
211.511667,-41.179722,5285,   Chi Cen,4.36,-0.19
211.592917,-26.6825,5287, 49Pi  Hya,3.27,1.12
211.670833,-36.37,5288,  5The Cen,2.06,1.01
211.097083,64.375833,5291, 11Alp Dra,3.65,-0.05
212.478333,-53.439167,5297,HR5297,4.75,0.94
212.710417,-16.301944,5301,HR5301,4.91,1.72
214.5575,-81.007778,5303,   Eta Aps,4.91,0.25
212.599583,25.091667,5304, 12    Boo,4.83,0.54
213.224167,-10.273611,5315, 98Kap Vir,4.19,1.33
212.212083,77.5475,5321,  4    UMi,4.82,1.36
213.370833,51.790278,5329, 17Kap2Boo,4.54,0.2
214.00375,-6.000556,5338, 99Iot Vir,4.08,0.52
216.72875,-83.667778,5339,   Del Oct,4.32,1.31
213.915417,19.1825,5340, 16Alp Boo,-0.04,1.23
214.04125,51.367222,5350, 21Iot Boo,4.75,0.2
214.095833,46.088333,5351, 19Lam Boo,4.18,0.08
214.850833,-46.057778,5354,   Iot Lup,3.55,-0.18
215.08125,-56.386667,5358,HR5358,4.33,0.12
214.7775,-13.371111,5359,100Lam Vir,4.52,0.13
214.499167,35.509444,5361,HR5361,4.81,1.06
215.177083,-45.187222,5364,HR5364,4.77,0.31
