ra,dec,id,name,mag,bv
185.62625,25.846111,4707, 12    Com,4.81,0.49
185.84,-24.840556,4711,  6    Crv,5.68,1.16
185.8975,-35.412778,4712,HR4712,5.32,-0.08
185.937083,-38.911111,4714,HR4714,5.79,-0.08
186.00625,51.562222,4716,  5    CVn,4.8,0.87
186.077083,26.098611,4717, 13    Com,5.18,0.08
186.29875,-11.610278,4722,HR4722,5.95,0.03
186.340833,-35.186389,4724,HR4724,5.73,-0.06
186.263333,56.7775,4726, 71    UMa,5.81,1.62
186.462083,39.018611,4728,  6    CVn,5.02,0.96
186.62875,-63.1225,4729,HR4729,4.86,-0.12
186.649583,-63.099167,4730,   Alp1Cru,1.33,-0.24
186.652083,-63.099444,4731,   Alp2Cru,1.73,-0.26
186.631667,-51.450833,4732,HR4732,4.82,-0.14
186.600417,27.268333,4733, 14    Com,4.95,0.27
186.715417,-32.83,4735,HR4735,5.55,0.01
186.8525,-63.789167,4736,HR4736,6.0,0.07
186.734583,28.268333,4737, 15Gam Com,4.36,1.13
186.747083,26.825556,4738, 16    Com,5.0,0.08
186.869583,-58.991944,4739,HR4739,5.5,1.45
187.01,-50.230556,4743,   Sig Cen,3.91,-0.19
186.89625,55.712778,4745, 73    UMa,5.7,1.55
187.09375,-39.041389,4748,HR4748,5.44,-0.08
187.227917,25.912778,4752, 17    Com,5.29,-0.05
187.362083,24.108889,4753, 18    Com,5.48,0.43
187.474583,-56.524722,4754,HR4754,5.8,1.56
187.43,20.896111,4756, 20    Com,5.69,0.07
187.46625,-16.515556,4757,  7Del Crv,2.95,-0.05
187.572917,-23.696667,4759,HR4759,5.63,1.67
187.48875,58.405833,4760, 74    UMa,5.35,0.2
187.79125,-57.113333,4763,   Gam Cru,1.63,1.59
187.527917,69.201111,4765,  4    Dra,4.95,1.62
187.7525,24.567222,4766, 21    Com,5.46,0.05
187.917917,-59.423889,4768,HR4768,5.48,0.63
188.041667,-73.001667,4769,HR4769,5.88,1.11
187.9825,-63.506111,4771,HR4771,5.95,0.27
188.116667,-72.133056,4773,   Gam Mus,3.87,-0.15
188.0175,-16.196111,4775,  8Eta Crv,4.31,0.38
188.15,-13.859167,4776,HR4776,5.74,0.4
188.392917,-12.830278,4779,HR4779,5.58,0.86
188.445,-9.451944,4781, 21    Vir,5.48,-0.03
188.412083,33.2475,4783,HR4783,5.42,1.0
188.435417,41.3575,4785,  8Bet CVn,4.26,0.59
188.596667,-23.396667,4786,  9Bet Crv,2.65,0.89
188.370833,69.788333,4787,  5Kap Dra,3.87,-0.13
188.67625,-44.673333,4788,HR4788,5.77,0.7
188.712917,22.629167,4789, 23    Com,4.81,0.0
188.7825,18.376944,4792, 24    Com,5.02,1.15
188.78375,21.881389,4793,HR4793,5.85,1.22
188.939583,-41.021944,4794,HR4794,5.13,0.22
188.683333,70.021944,4795,  6    Dra,4.94,1.31
189.005,-39.87,4796,HR4796,5.8,0.01
189.295833,-69.135556,4798,   Alp Mus,2.69,-0.2
189.1975,-5.831944,4799, 25    Vir,5.87,0.07
189.097083,59.486944,4800,HR4800,5.5,
189.242917,17.089444,4801, 25    Com,5.68,1.41
189.425833,-48.541111,4802,   Tau Cen,3.86,0.05
189.425833,-27.138889,4803,HR4803,5.45,0.32
189.593333,1.854722,4807,HR4807,5.71,1.6
189.685833,-18.250278,4809,HR4809,6.0,0.29
189.764583,-30.422222,4810,HR4810,5.89,1.21
189.811667,-7.995556,4813, 26Chi Vir,4.66,1.23
189.780417,21.0625,4815, 26    Com,5.46,0.96
189.96875,-39.9875,4817,HR4817,4.64,-0.08
190.345833,-46.145556,4818,HR4818,5.84,1.52
190.379167,-48.959722,4819,   Gam Cen,2.17,-0.01
190.3175,-13.015,4822,HR4822,5.98,0.42
190.485833,-59.685833,4823,HR4823,4.93,-0.04
190.415,-1.449444,4825, 29Gam Vir,3.65,0.36
190.415,-1.449444,4826, 29Gam Vir,3.68,
190.47125,10.235556,4828, 30Rho Vir,4.88,0.09
190.487917,6.806667,4829, 31    Vir,5.59,0.0
190.709583,-63.058611,4830,HR4830,5.31,0.27
190.6475,-48.813056,4831,HR4831,4.66,1.09
190.787917,-56.176111,4834,HR4834,6.0,-0.08
190.90875,-1.576944,4837,HR4837,5.93,0.86
191.002083,-28.323889,4839,HR4839,5.48,1.34
191.407917,-60.981111,4842,   Iot Cru,4.69,1.05
191.570417,-68.108056,4844,   Bet Mus,3.05,-0.18
191.247917,39.278889,4845, 10    CVn,5.95,0.55
191.2825,45.440278,4846,HR4846,4.99,2.54
191.404583,7.673333,4847, 32    Vir,5.22,0.33
191.594583,-56.488889,4848,HR4848,4.65,-0.16
191.59375,9.54,4849, 33    Vir,5.67,0.99
191.691667,-33.315556,4850,HR4850,5.86,1.34
191.66125,16.5775,4851, 27    Com,5.12,1.35
191.93,-59.688611,4853,   Bet Cru,1.25,-0.23
191.82875,62.780833,4859,HR4859,5.89,
192.11,-27.5975,4860,HR4860,5.66,0.95
192.437083,-71.986389,4862,HR4862,5.55,1.17
191.893333,66.790278,4863,  7    Dra,5.43,1.56
192.225833,14.1225,4865, 29    Com,5.7,0.02
192.164167,60.32,4867,HR4867,5.85,0.46
192.3225,27.552222,4869, 30    Com,5.78,0.03
193.744167,-85.123333,4870,   Iot Oct,5.46,1.02
192.74125,-52.7875,4872,HR4872,5.73,0.13
192.671667,-33.999444,4874,HR4874,4.91,-0.04
192.544583,37.516944,4875,HR4875,5.89,0.15
192.824167,-60.329722,4876,HR4876,5.72,0.38
192.986667,-39.680833,4879,HR4879,5.98,-0.1
192.924583,27.540556,4883, 31    Com,4.94,0.67
193.26625,-54.9525,4885,HR4885,5.93,1.31
193.340833,-60.328611,4887,HR4887,5.76,0.33
193.27875,-48.943333,4888,HR4888,4.33,1.37
193.359167,-40.178889,4889,HR4889,4.27,0.21
193.454583,-60.376944,4890,   Kap Cru,5.9,0.2
192.2775,83.418056,4892,HR4892,5.85,-0.06
192.306667,83.412778,4893,HR4893,5.28,-0.03
193.324167,21.245,4894, 35    Com,4.9,0.9
193.663333,-59.146667,4897,   Lam Cru,4.62,-0.15
193.648333,-57.177778,4898,   Mu 1Cru,4.03,-0.17
193.653333,-57.168333,4899,   Mu 2Cru,5.17,-0.12
193.577917,-11.648611,4901,HR4901,6.0,0.08
193.588333,-9.538889,4902, 40Psi Vir,4.79,1.6
193.74375,-44.151944,4903,HR4903,5.89,0.64
193.507083,55.959722,4905, 77Eps UMa,1.77,-0.02
193.830833,-42.915833,4906,HR4906,5.47,1.68
194.13125,-72.185278,4907,HR4907,5.93,1.13
193.9875,-56.836111,4908,HR4908,5.32,0.01
193.735417,47.196667,4909,HR4909,5.84,1.55
193.900833,3.3975,4910, 43Del Vir,3.38,1.58
194.268333,-51.198611,4913,HR4913,5.16,-0.06
194.001667,38.314722,4914, 12Alp1CVn,5.6,0.34
194.007083,38.318333,4915, 12Alp2CVn,2.9,-0.12
193.86875,65.438611,4916,  8    Dra,5.24,0.28
194.073333,54.099444,4917,HR4917,5.82,0.19
194.730833,17.409444,4920, 36    Com,4.78,1.56
194.914583,-3.811944,4921, 44    Vir,5.79,0.18
195.5675,-71.548889,4923,   Del Mus,3.62,1.18
195.06875,30.785,4924, 37    Com,4.9,1.17
195.149583,-3.368611,4925, 46    Vir,5.99,1.12
194.979583,66.597222,4928,  9    Dra,5.32,1.29
195.29,17.123056,4929, 38    Com,5.96,0.96
195.1825,56.366389,4931, 78    UMa,4.93,0.36
195.544167,10.959167,4932, 47Eps Vir,2.83,0.94
195.888333,-49.527222,4933,   Xi 1Cen,4.85,0.02
195.445,63.610278,4934,HR4934,6.0,0.41
195.942083,-20.583056,4935,HR4935,5.58,0.56
196.569583,-48.463611,4940,HR4940,4.71,-0.14
196.64625,-41.588611,4941,HR4941,5.59,1.05
196.7275,-49.906111,4942,   Xi 2Cen,4.27,-0.19
196.435417,35.798889,4943, 14    CVn,5.25,-0.08
196.850833,-59.860556,4944,HR4944,5.99,0.48
196.467917,45.268611,4945,HR4945,5.63,1.13
196.588333,21.153333,4946, 39    Com,5.99,0.39
196.594167,22.616111,4949, 40    Com,5.6,1.59
196.909583,-53.459722,4951,HR4951,5.71,-0.07
197.029167,-65.306389,4952,   The Mus,5.51,-0.02
196.794583,27.624722,4954, 41    Com,4.8,1.48
196.974167,-10.740278,4955, 49    Vir,5.19,1.14
197.135417,-8.984444,4957,HR4957,5.55,1.18
197.26375,-23.118056,4958, 45Psi Hya,4.95,1.05
197.301667,10.022222,4960,HR4960,5.78,1.0
197.43875,-10.329444,4961, 50    Vir,5.94,1.49
197.449167,16.848611,4962,HR4962,5.91,1.45
197.4875,-5.538889,4963, 51The Vir,4.38,-0.01
197.965,-69.941944,4966,HR4966,5.91,0.42
197.497083,17.529444,4968, 42Alp Com,5.22,0.45
197.497083,17.529444,4969, 42Alp Com,5.22,
197.786667,-42.233056,4970,HR4970,5.79,0.52
197.513333,38.498889,4971, 17    CVn,5.91,0.29
197.846667,-43.368889,4973,HR4973,5.25,1.05
198.0725,-59.920833,4975,HR4975,4.6,-0.08
198.571667,-78.447222,4976,HR4976,5.85,1.07
198.20375,-66.226944,4977,HR4977,5.9,0.06
198.013333,-37.803056,4979,HR4979,4.85,0.7
198.014583,-16.198611,4981, 53    Vir,5.04,0.46
197.968333,27.878056,4983, 43Bet Com,4.26,0.57
198.347917,-50.7,4985,HR4985,5.89,-0.02
198.137083,11.556111,4986,HR4986,5.77,1.51
198.550417,-58.683889,4988,HR4988,5.89,1.08
198.561667,-59.103333,4989,HR4989,4.92,0.48
198.812083,-67.894444,4993,   Eta Mus,4.8,-0.08
198.545417,-19.930833,4995, 55    Vir,5.33,0.87
198.679583,-48.956667,4996,HR4996,5.89,1.06
198.429167,40.152778,4997,HR4997,4.92,1.06
198.630417,11.331667,4998,HR4998,5.67,1.5
198.995,-19.943056,5001, 57    Vir,5.22,1.03
199.304167,-66.783611,5002,HR5002,4.87,1.5
198.883333,40.855278,5004, 19    CVn,5.79,0.19
199.22125,-31.506111,5006,HR5006,5.1,0.96
199.307917,-43.979444,5008,HR5008,5.84,0.2
199.19375,9.424167,5011, 59    Vir,5.22,0.59
199.315,13.675556,5013,HR5013,5.33,1.31
199.40125,5.469722,5015, 60Sig Vir,4.8,1.67
199.385417,40.5725,5017, 20    CVn,4.73,0.3
199.60125,-18.311389,5019, 61    Vir,4.74,0.71
199.730417,-23.171667,5020, 46Gam Hya,3.0,0.92
199.615833,34.098056,5022,HR5022,5.82,1.35
199.560417,49.681944,5023, 21    CVn,5.15,-0.07
200.1575,-52.748056,5026,HR5026,5.48,-0.13
200.149167,-36.712222,5028,   Iot Cen,2.75,0.04
200.240417,-46.880556,5029,HR5029,5.77,1.12
200.079167,40.150556,5032, 23    CVn,5.6,1.2
200.657917,-60.988333,5035,HR5035,4.53,-0.13
200.5675,-52.183056,5036,HR5036,5.83,0.12
200.423333,2.087222,5037,HR5037,5.69,0.06
200.540417,5.154722,5040, 64    Vir,5.87,0.12
201.002083,-64.535833,5041,HR5041,4.53,0.85
201.279583,-74.887778,5042,   Iot1Mus,5.05,1.11
200.754583,-17.735278,5044, 63    Vir,5.37,0.99
200.82875,-4.924444,5047, 65    Vir,5.89,1.43
201.307917,-64.485278,5048,HR5048,5.31,0.4
201.45875,-70.6275,5049,HR5049,5.67,-0.03
201.138333,-5.163889,5050, 66    Vir,5.75,0.42
200.98125,54.925278,5054, 79Zet UMa,2.27,0.02
200.985,54.921667,5055, 79Zet UMa,3.95,0.13
201.298333,-11.161389,5056, 67Alp Vir,0.98,-0.23
201.277917,23.854444,5057,HR5057,5.78,0.06
201.5325,-39.755278,5058,HR5058,5.09,1.2
201.5475,-1.1925,5059,HR5059,5.97,0.19
201.73375,-41.498056,5060,HR5060,5.69,1.47
201.30625,54.988056,5062, 80    UMa,4.01,0.16
201.68,-12.707778,5064, 68    Vir,5.25,1.52
201.569167,46.028056,5067,HR5067,5.88,0.97
201.863333,-15.973611,5068, 69    Vir,4.76,1.09
202.355,-51.165278,5071,HR5071,5.06,0.07
202.1075,13.778889,5072, 70    Vir,4.98,0.71
201.53375,72.391389,5073,HR5073,5.79,1.63
202.428333,-23.281389,5080,HR5080,4.97,1.6
202.304167,10.818333,5081, 71    Vir,5.65,1.05
205.23125,-85.786111,5084,   Kap Oct,5.58,0.18
202.112917,59.945833,5085,HR5085,5.4,-0.01
202.76125,-39.4075,5089,HR5089,3.88,1.17
201.73625,78.643889,5091,HR5091,5.77,0.77
202.99125,-6.255833,5095, 74    Vir,4.69,1.62
203.149583,-28.692778,5097,HR5097,5.69,0.04
203.215417,-15.363056,5099, 75    Vir,5.55,1.23
203.242083,-10.165,5100, 76    Vir,5.21,0.96
203.532917,3.658889,5105, 78    Vir,4.94,0.03
203.66875,-13.214444,5106,HR5106,5.91,0.02
203.673333,-0.595833,5107, 79Zet Vir,3.37,0.11
203.530417,55.348611,5109, 81    UMa,5.6,-0.03
203.699167,37.1825,5110,HR5110,4.98,0.4
203.880417,-5.396111,5111, 80    Vir,5.73,0.95
203.61375,49.016111,5112, 24    CVn,4.7,0.12
204.300833,-61.691944,5113,HR5113,5.63,0.5
204.275,-44.143333,5118,HR5118,5.98,0.94
204.201667,-26.495,5120,HR5120,5.78,0.22
204.34875,-46.428333,5121,HR5121,5.9,-0.12
204.24625,24.613333,5123,HR5123,5.74,1.55
204.365,36.295,5127, 25    CVn,4.82,0.23
204.675,-29.560833,5128,HR5128,5.83,0.4
205.045417,-64.576944,5130,HR5130,5.79,0.39
204.971667,-53.466389,5132,   Eps Cen,2.3,-0.22
204.99875,-49.950278,5134,HR5134,6.0,1.5
204.9525,-40.051944,5136,HR5136,5.6,1.3
204.894167,10.746111,5138,HR5138,5.57,0.33
204.295833,71.242222,5139,HR5139,5.5,1.2
205.504583,-58.787222,5140,HR5140,5.38,-0.03
205.43625,-54.56,5141,HR5141,5.01,-0.05
204.876667,52.921389,5142, 82    UMa,5.46,0.1
205.16875,19.955556,5144,  1    Boo,5.75,0.01
205.259583,22.495833,5149,  2    Boo,5.62,1.01
205.403333,-8.703056,5150, 82    Vir,5.01,1.63
205.73375,-56.768056,5151,HR5151,6.0,-0.08
205.184583,54.681667,5154, 83    UMa,4.66,1.64
205.729167,-41.401111,5155,HR5155,5.98,1.02
205.916667,-42.0675,5157,HR5157,5.98,-0.08
205.765417,3.538056,5159, 84    Vir,5.36,1.11
205.680833,34.988889,5161,HR5161,5.98,0.85
205.374583,64.8225,5162,HR5162,5.85,0.07
206.124167,-16.179167,5165, 83    Vir,5.6,0.81
206.40375,-26.116111,5167,HR5167,5.81,0.02
206.421667,-33.043889,5168,  1    Cen,4.23,0.38
206.66375,-51.432778,5172,HR5172,4.65,0.96
206.484583,-12.426667,5173, 86    Vir,5.51,0.9
206.735,-36.251944,5174,HR5174,5.15,-0.02
206.865,-50.249444,5175,HR5175,5.91,0.29
206.91,-50.321111,5176,HR5176,5.45,1.36
206.55625,41.088611,5179,HR5179,5.87,0.21
206.579167,38.503889,5180,HR5180,5.94,0.94
206.855833,-17.86,5181, 87    Vir,5.43,1.62
206.680417,25.702222,5182,  3    Boo,5.95,0.49
205.66375,78.064444,5184,HR5184,5.91,1.01
206.815417,17.456667,5185,  4Tau Boo,4.5,0.48
206.749167,38.542778,5186,HR5186,5.5,1.03
206.64875,54.432778,5187, 84    UMa,5.7,-0.08
208.91125,-82.666111,5188,HR5188,5.95,1.46
207.37625,-41.687778,5190,   Nu  Cen,3.41,-0.22
206.885,49.313333,5191, 85Eta UMa,1.86,-0.19
207.36125,-34.450833,5192,  2    Cen,4.19,1.5
207.404167,-42.473889,5193,   Mu  Cen,3.04,-0.17
207.9475,-69.401389,5194,HR5194,5.75,1.73
207.16125,31.190278,5195,HR5195,5.62,1.01
207.467917,-18.134167,5196, 89    Vir,4.97,1.06
207.369167,15.797778,5200,  5Ups Boo,4.07,1.52
207.428333,21.264167,5201,  6    Boo,4.91,1.43
205.59625,82.7525,5203,HR5203,5.98,1.01
207.946667,-46.899167,5206,HR5206,5.77,-0.16
208.02,-52.811667,5207,HR5207,5.25,-0.09
207.956667,-32.994444,5210,  3    Cen,4.56,-0.13
207.439583,61.489167,5213,HR5213,5.96,0.96
207.788333,34.664444,5215,HR5215,5.87,1.62
208.429583,-53.373611,5217,HR5217,5.89,0.01
208.70375,-67.6525,5218,HR5218,5.71,1.49
207.947917,34.444167,5219,HR5219,4.74,1.66
208.302083,-31.927778,5221,  4    Cen,4.73,-0.14
208.386667,-35.664167,5222,HR5222,5.54,0.44
208.30375,17.932778,5225,  7    Boo,5.7,0.84
207.857917,64.723333,5226, 10    Dra,4.65,1.58
208.292917,28.648056,5229,HR5229,5.9,0.2
208.800833,-52.161111,5230,HR5230,5.71,-0.08
208.885,-47.288333,5231,   Zet Cen,2.55,-0.22
208.675417,-1.503056,5232, 90    Vir,5.15,1.08
208.67125,18.397778,5235,  8Eta Boo,2.68,0.58
209.1375,-54.704444,5236,HR5236,6.0,0.78
208.4625,53.728611,5238, 86    UMa,5.7,-0.05
209.08125,-46.5925,5239,HR5239,5.83,1.14
209.412083,-63.686667,5241,HR5241,4.71,1.11
209.11625,1.050556,5244, 92    Vir,5.91,0.2
209.1425,27.491944,5247,  9    Boo,5.01,1.42
209.567917,-42.100833,5248,   Phi Cen,3.83,-0.21
209.67,-44.803611,5249,   Ups1Cen,3.87,-0.2
209.629583,-24.972222,5250, 47    Hya,5.15,-0.1
209.822083,-50.37,5251,HR5251,5.91,0.96
210.2175,-66.268611,5253,HR5253,5.97,0.35
209.66625,14.649444,5254,HR5254,6.0,1.44
209.662083,21.696111,5255, 10    Boo,5.76,-0.03
210.000417,-25.010278,5257, 48    Hya,5.77,0.48
210.430833,-45.603611,5260,   Ups2Cen,4.34,0.6
211.3325,-76.796667,5261,   The Aps,5.5,1.55
210.335,8.894722,5262,HR5262,5.99,0.09
210.411667,1.544444,5264, 93Tau Vir,4.26,0.1
210.595,-27.43,5265,HR5265,5.48,1.34
210.859167,-56.213611,5266,HR5266,5.92,1.22
210.955833,-60.373056,5267,   Bet Cen,0.61,-0.23
211.511667,-41.179722,5285,   Chi Cen,4.36,-0.19
211.592917,-26.6825,5287, 49Pi  Hya,3.27,1.12
211.670833,-36.37,5288,  5The Cen,2.06,1.01
211.678333,-9.313333,5290, 95    Vir,5.46,0.34
211.097083,64.375833,5291, 11Alp Dra,3.65,-0.05
212.395833,-51.504722,5296,HR5296,6.0,-0.06
212.478333,-53.439167,5297,HR5297,4.75,0.94
211.9825,43.854444,5299,HR5299,5.27,1.59
212.072083,49.458056,5300, 13    Boo,5.25,1.65
212.710417,-16.301944,5301,HR5301,4.91,1.72
214.5575,-81.007778,5303,   Eta Aps,4.91,0.25
212.599583,25.091667,5304, 12    Boo,4.83,0.54
213.318333,-53.665833,5308,HR5308,5.56,1.44
213.191667,-27.261111,5312, 50    Hya,5.08,1.16
213.065833,2.409444,5313,HR5313,5.01,-0.12
213.224167,-10.273611,5315, 98Kap Vir,4.19,1.33
213.7375,-57.085833,5316,HR5316,5.07,-0.08
213.42,-0.845556,5317,HR5317,5.91,0.47
213.6775,-41.8375,5318,HR5318,5.61,0.93
214.160833,-66.587778,5320,HR5320,5.75,-0.06
212.212083,77.5475,5321,  4    UMi,4.82,1.36
213.521667,12.959444,5323, 14    Boo,5.54,0.54
213.370833,51.790278,5329, 17Kap2Boo,4.54,0.2
213.711667,10.100556,5330, 15    Boo,5.29,1.0
213.850417,-18.200833,5332,HR5332,5.43,-0.03
213.016667,69.4325,5334,HR5334,5.24,1.58
215.594583,-80.108889,5336,   Eps Aps,5.06,-0.1
214.00375,-6.000556,5338, 99Iot Vir,4.08,0.52
216.72875,-83.667778,5339,   Del Oct,4.32,1.31
213.915417,19.1825,5340, 16Alp Boo,-0.04,1.23
214.0175,18.911944,5343,HR5343,5.98,0.26
214.964583,-61.273056,5349,HR5349,5.23,0.29
214.04125,51.367222,5350, 21Iot Boo,4.75,0.2
214.095833,46.088333,5351, 19Lam Boo,4.18,0.08
214.368333,15.263333,5352,HR5352,5.8,1.71
214.850833,-46.057778,5354,   Iot Lup,3.55,-0.18
214.659583,-18.716111,5355,HR5355,5.9,0.0
214.753333,-25.815556,5356,HR5356,5.87,0.5
214.849583,-37.003611,5357,HR5357,5.94,0.08
215.08125,-56.386667,5358,HR5358,4.33,0.12
214.7775,-13.371111,5359,100Lam Vir,4.52,0.13
214.499167,35.509444,5361,HR5361,4.81,1.06
215.040417,-43.058889,5362,HR5362,5.56,0.92
215.177083,-45.187222,5364,HR5364,4.77,0.31
214.817917,13.004167,5365, 18    Boo,5.41,0.38
214.885417,-2.265556,5366,102Ups Vir,5.14,1.02
215.139167,-37.885278,5367,   Psi Cen,4.05,-0.03
214.938333,16.306944,5370, 20    Boo,4.86,1.23
215.654167,-58.459444,5371,HR5371,4.92,0.86
215.582083,-34.786944,5376,HR5376,5.56,-0.09
215.759167,-39.512222,5378,HR5378,4.42,-0.18
216.27625,-68.195278,5379,HR5379,5.61,0.49
215.951667,-53.176667,5380,HR5380,6.0,1.1
215.774167,-27.753889,5381, 51    Hya,4.77,1.31
215.844583,8.446667,5386,HR5386,5.12,-0.02
216.00375,8.243611,5388,HR5388,5.95,0.06
216.2025,-24.806389,5390,HR5390,5.32,0.96
216.779583,-65.821667,5391,HR5391,5.85,1.5
216.047083,5.82,5392,HR5392,5.1,0.12
216.534167,-45.221389,5395,   Tau1Lup,4.56,-0.15
216.545,-45.379444,5396,   Tau2Lup,4.35,0.43
216.800833,-46.134444,5401,HR5401,5.83,0.31
216.299167,51.850833,5404, 23The Boo,4.05,0.5
216.614167,19.226944,5405, 22    Boo,5.39,0.23
217.043333,-29.491667,5407, 52    Hya,4.97,-0.07
217.81875,-67.717222,5408,HR5408,5.83,1.0
217.050417,-2.228056,5409,105Phi Vir,4.81,0.7
217.17375,-6.900556,5410,106    Vir,5.42,1.49
217.535833,-45.321667,5412,HR5412,5.5,-0.08
217.587083,-49.519167,5413,HR5413,5.37,0.05
217.460417,0.828889,5418,HR5418,5.94,0.16
217.795,-38.869722,5419,HR5419,5.97,1.06
217.1575,49.844722,5420, 24    Boo,5.59,0.85
218.15375,-50.456944,5425,   Sig Lup,4.42,-0.19
218.385,-54.998333,5426,HR5426,5.87,0.48
218.374583,-52.68,5427,HR5427,5.87,1.09
217.9575,30.371389,5429, 25Rho Boo,3.58,1.3
216.88125,75.696111,5430,  5    UMi,4.25,1.44
218.135417,22.26,5434, 26    Boo,5.92,0.35
218.019583,38.308333,5435, 27Gam Boo,3.03,0.19
218.88125,-41.517222,5439,HR5439,5.87,-0.08
218.876667,-42.157778,5440,   Eta Cen,2.31,-0.19
218.12875,55.397778,5442,HR5442,5.76,1.5
219.079167,-46.245278,5444,HR5444,5.55,1.48
218.67,29.745,5447, 28Sig Boo,4.46,0.36
219.184167,-40.211667,5449,HR5449,5.74,-0.12
219.33375,-46.133889,5450,HR5450,5.41,1.01
218.665,49.368333,5452,HR5452,5.74,1.56
219.471667,-49.425833,5453,   Rho Lup,4.05,-0.15
219.899583,-60.835278,5459,   Alp1Cen,-0.01,0.71
219.900417,-60.835556,5460,   Alp2Cen,1.33,0.88
219.558333,18.298333,5462,HR5462,5.91,1.1
220.626667,-64.975278,5463,   Alp Cir,3.19,0.24
219.552083,43.641944,5464,HR5464,5.7,1.48
220.255833,-36.135,5466,HR5466,5.67,-0.08
219.563333,54.023333,5467,HR5467,5.85,-0.01
219.709167,44.404444,5468, 33    Boo,5.39,0.0
220.4825,-47.388333,5469,   Alp Lup,2.3,-0.2
221.965,-79.044722,5470,   Alp Aps,3.83,1.43
220.49,-37.793611,5471,HR5471,4.0,-0.17
220.176667,13.534167,5473,HR5473,5.91,0.21
220.181667,16.418333,5475, 29Pi 1Boo,4.94,-0.03
220.182917,16.417778,5476, 29Pi 2Boo,5.88,0.24
220.287083,13.728333,5477, 30Zet Boo,4.83,
220.287083,13.728333,5478, 30Zet Boo,4.43,0.05
220.411667,8.161667,5480, 31    Boo,4.86,1.0
220.43125,11.660556,5481, 32    Boo,5.56,0.94
221.322083,-62.875833,5482,HR5482,5.36,0.29
220.806667,-24.9975,5484,  4    Lib,5.73,-0.01
220.914167,-35.173611,5485,HR5485,4.05,1.35
220.765,-5.658333,5487,107Mu  Vir,3.88,0.38
221.246667,-35.191944,5489,HR5489,4.92,0.01
220.855833,26.527778,5490, 34    Boo,4.81,1.66
220.935,40.459167,5493,HR5493,5.73,1.39
221.62125,-47.441111,5494,HR5494,5.74,0.07
221.755417,-52.383611,5495,HR5495,5.21,0.98
221.500417,-25.443056,5497, 54    Hya,4.94,0.35
221.528333,-23.153056,5499,HR5499,5.81,0.98
222.185,-66.593889,5500,HR5500,5.91,-0.07
221.375833,0.717222,5501,108    Vir,5.69,-0.03
221.310417,16.964444,5502, 35Omi Boo,4.6,0.98
221.246667,27.075,5505, 36Eps Boo,5.12,
221.246667,27.074167,5506, 36Eps Boo,2.7,0.97
221.77125,-38.290833,5508,HR5508,5.94,1.33
221.562083,1.892778,5511,109    Vir,3.72,-0.01
221.525,15.131944,5512,HR5512,5.63,1.57
221.84375,-25.624444,5514, 55    Hya,5.63,
221.936667,-26.0875,5516, 56    Hya,5.24,0.94
221.989583,-26.646389,5517, 57    Hya,5.77,-0.02
223.307083,-73.19,5520,HR5520,5.6,0.82
222.327917,-24.251667,5521,HR5521,5.68,1.3
222.329583,-14.148889,5523,  7Mu  Lib,5.31,0.07
225.461667,-83.227778,5525,   Pi 1Oct,5.65,0.95
222.572083,-27.960278,5526, 58    Hya,4.41,1.4
223.145833,-63.81,5527,HR5527,5.87,0.72
222.91,-43.575556,5528,   Omi Lup,4.32,-0.15
222.671667,-15.997222,5530,  8Alp1Lib,5.15,0.41
222.719583,-16.041667,5531,  9Alp2Lib,2.75,0.15
222.493333,28.615833,5532,HR5532,5.8,0.05
222.327917,46.116111,5533, 38    Boo,5.74,0.48
222.565833,23.911944,5534,HR5534,5.85,0.56
222.754167,-2.299167,5535, 11    Lib,4.94,0.98
222.422083,48.720556,5538, 39    Boo,5.69,0.47
224.470417,-76.662778,5540,HR5540,5.34,1.45
222.623333,37.271944,5541,HR5541,5.48,1.02
223.212917,-37.803333,5543,HR5543,5.03,-0.16
222.847083,19.101111,5544, 37Xi  Boo,4.55,0.76
226.194583,-83.038333,5545,   Pi 2Oct,5.65,1.3
223.894167,-60.114167,5546,HR5546,5.2,1.16
225.049167,-77.160278,5547,HR5547,5.93,1.05
223.58375,-24.642222,5548, 12    Lib,5.3,1.32
223.658333,-33.300556,5549,HR5549,5.82,1.42
224.183333,-62.780833,5551,   The Cir,5.11,0.0
222.86,59.293889,5552,HR5552,5.46,1.36
223.595417,-11.898333,5554, 13Xi 1Lib,5.8,0.97
224.072083,-52.809722,5556,HR5556,5.38,0.13
227.784583,-84.7875,5557,   Ome Oct,5.91,-0.06
223.93625,-33.855833,5558,HR5558,5.32,0.04
224.133333,-47.879167,5559,HR5559,5.64,-0.04
222.67625,74.155556,5563,  7Bet UMi,2.08,1.47
224.192083,-11.409722,5564, 15Xi 2Lib,5.46,1.49
224.055,14.446389,5567,HR5567,5.77,-0.06
224.366667,-21.415556,5568,HR5568,5.74,1.11
224.295833,-4.346389,5570, 16    Lib,4.49,0.32
224.632917,-43.133889,5571,   Bet Lup,2.68,-0.22
224.38875,-0.1675,5573,HR5573,5.53,1.13
224.29875,16.388333,5575,HR5575,5.71,0.94
224.790417,-42.104167,5576,   Kap Cen,3.13,-0.2
224.663333,-27.657222,5577, 59    Hya,5.65,0.24
224.095833,49.628611,5581,HR5581,5.63,0.5
224.723333,-11.144167,5582, 18    Lib,5.87,1.26
224.84625,4.567778,5584,HR5584,5.93,1.6
